text,date
exactly whwn hopes ended hope wich called god need mor hopes miracles,2023-02-10 18:07:40+00:00
number earthquake victims turkey rose affected god bless,2023-02-10 18:07:50+00:00
please spread world,2023-02-10 18:08:05+00:00
spend last days helping people tiktok collect money people turkey horrible happend pray everyonewhen know hard loose children videos pictures hit even harder,2023-02-10 18:08:13+00:00
unite together,2023-02-10 18:08:14+00:00
sad yet honorable childs father bless man bless workers volunteers saving whats left life,2023-02-10 18:08:18+00:00
lifes matter,2023-02-10 18:08:42+00:00
ig story,2023-02-10 18:08:49+00:00
click link read turkey prone earthquakes,2023-02-10 18:09:00+00:00
following mondays earthquakes turkishsyrian border employees irish aid organisation diedmichel martin tnaiste amp minister foreign affairs expresses condolences,2023-02-10 18:09:17+00:00
would win podcast team made donation relief fund encourage everyone please support rescue efforts turkey syria,2023-02-10 18:09:19+00:00
strikes km e hr min ago info,2023-02-10 18:09:40+00:00
wish mercy lost lives earthquakes centred kahramanmara gaziantep condolences relatives turkish nation swift recovery injured sympathize turkish peoples grief,2023-02-10 18:09:48+00:00
heroes thank much,2023-02-10 18:10:15+00:00
immaterial differences right made actor genuine request watching videos extend arms matter differences,2023-02-10 18:10:20+00:00
heartbreaking scenes turkey syriamay allah grant maghfirat deceased sabre jameel kin deceasedameenpray turkeyampsyria,2023-02-10 18:10:39+00:00
cityserve partnering world vision bring lifesaving support survivors stranded cold snow,2023-02-10 18:10:43+00:00
miracle rescue indias yearold girl pulled alive debris,2023-02-10 18:10:55+00:00
reality words hats,2023-02-10 18:10:59+00:00
people killed god bless,2023-02-10 18:11:06+00:00
even selena gomez made donations turkey shared instagramtaylor swift still maintains silence incredibly disappointing situationim really regretful since defended whole occasions,2023-02-10 18:11:21+00:00
bashar alassad greatest satan alive forgotten never bastard,2023-02-10 18:11:26+00:00
heartwarming image indian army woman personnel getting peck cheek turkish woman rescueandrelief work quakehit nation,2023-02-10 18:11:30+00:00
truly unspeakable turned poor bairns must help,2023-02-10 18:11:49+00:00
im okay lou,2023-02-10 18:11:54+00:00
abi ill tell something black bag bakugan something like vase take money house anyway buy house money,2023-02-10 18:12:13+00:00
via bornosko ig account info help constantly updated list clinics undertake treatment care earthquake survivors free charge,2023-02-10 18:12:22+00:00
cet contractor one buildings destroyed mondays detained airport trying go abroad,2023-02-10 18:12:23+00:00
antwerp mayor bart dewever show solidarity turkey playing national anthem municipality donates thousand euros condolences behalf antwerprespect antwerp,2023-02-10 18:12:52+00:00
please businessess people help donating prize raise funds contact melissa,2023-02-10 18:13:02+00:00
week covers devastating amp everyone whose life changed forever heartbreaking disaster send thoughts,2023-02-10 18:13:24+00:00
still hope prayers w victims amp loved ones may find peace help amp comfortplease keep spreading info supporting help needed appreciated,2023-02-10 18:13:26+00:00
thank generosity donating va ngo aid emergency relief resettlement amp reconstruction efforts following aftermath earthquakemy heart amp prayers go turkey,2023-02-10 18:13:33+00:00
strikes km se hr min ago info,2023-02-10 18:14:29+00:00
new mother two daughters rescued alive fifth day earthquake struck provinces monday according cnn turk,2023-02-10 18:14:43+00:00
please everyone click link click comment section amp log kakao account every comment south korea kakao donate retweet amp share quoted tweet visibility,2023-02-10 18:15:09+00:00
,2023-02-10 18:15:09+00:00
abi ill tell something black bag bakugan something like vase take money house anyway buy house money,2023-02-10 18:16:14+00:00
images compare kahramanmaras turkey earthquakes see subat stadium filled tents support free available response teams skysat,2023-02-10 18:16:30+00:00
please spread word,2023-02-10 18:16:38+00:00
team search rescue operations regarding earthquakes,2023-02-10 18:16:41+00:00
friends,2023-02-10 18:16:44+00:00
member bangladeshi rescue team led joined postearthquake rescue operations assistance friday also sending humanitarian aid medical supplies earthquake victims,2023-02-10 18:16:45+00:00
cet updated number people lost lives number injured,2023-02-10 18:16:48+00:00
special prayers held major mosques kashmir,2023-02-10 18:17:00+00:00
strikes km ne min ago info,2023-02-10 18:18:04+00:00
called real democracy president speechless infront common man pakistan buddy even ask question rulers specially establishment officials,2023-02-10 18:18:10+00:00
sojust sad,2023-02-10 18:18:22+00:00
news coming minute turkey syria devastatingwhat sad news start year like russia ukraine war pray get help need healing victims,2023-02-10 18:18:26+00:00
man save going,2023-02-10 18:18:31+00:00
occurred km ne min ago local time info,2023-02-10 18:18:49+00:00
obsession seem much celebs arent doin weird lower half house destroyed sandy think gaf hollywood yall need get high horses amp concentrate important,2023-02-10 18:18:51+00:00
theres still hope search amp rescue teams alongside civil defense able locate rescue mother son days earthquake,2023-02-10 18:19:01+00:00
proud inspirationwho supportsamphelps canmany times without us noticing itampall good people whowo needing show offdoamplive w empathyamphumility fromplease keep supporting help needed amp valued,2023-02-10 18:19:13+00:00
woman hugs kisses hands german rescue team saved sister rubbles,2023-02-10 18:19:32+00:00
danke deutschlandvielen dank sister wholeheartedly thanks german search rescue team saved sister days later,2023-02-10 18:19:36+00:00
strikes km min ago info,2023-02-10 18:20:26+00:00
turkey earthquake magnitude occur turkey anytime increased movement inside ground,2023-02-10 18:21:09+00:00
guys please share even little support help,2023-02-10 18:22:08+00:00
grateful brothers friends support earthquake rescue efforts,2023-02-10 18:22:16+00:00
shared engin,2023-02-10 18:22:43+00:00
secret police barzani party attacks charity organizations gather aids citizens barzanis organizations bcs dont trust organization distributed sandals diapers families peshmergas killed isis others,2023-02-10 18:22:53+00:00
didi madloba georgia beautiful peoplethank georgian azerbaijanians,2023-02-10 18:23:11+00:00
proud indian,2023-02-10 18:23:25+00:00
canceling people showing days photographed much social media yes wide reach dont know behind scenes dont bitch politicians owe service,2023-02-10 18:23:38+00:00
strikes km se hr min ago info,2023-02-10 18:23:57+00:00
take action turkey campaign reliable,2023-02-10 18:24:06+00:00
dost common word turkish hindi turkish proverb dost kara gnde belli olur friend need friend indeedthank much help india bohot shukriya,2023-02-10 18:24:35+00:00
beautiful city kahramanmaras earthquakes,2023-02-10 18:24:47+00:00
strikes km sw min ago info,2023-02-10 18:24:47+00:00
every life matters,2023-02-10 18:24:52+00:00
absolutely heartbreaking almost impossible comprehend million people syria may left homeless massive humanitarian crisis one talks,2023-02-10 18:24:53+00:00
made designed sub machine gun asmi unveiled legends coas,2023-02-10 18:25:20+00:00
fifth day significant slammed neighbouring rescue little children boosted morale weary crews looking survivors least nine children rescued videos released disaster services showed,2023-02-10 18:25:25+00:00
greek couple found dead building debris antakya,2023-02-10 18:25:44+00:00
aucun tremblement de terre et aucun char ne battra notre nationno earthquake tank beat nation,2023-02-10 18:25:45+00:00
rescue team busy rescuing people buried debris different places turkey,2023-02-10 18:26:09+00:00
earthquake death toll rises anger grows syria rescue response death toll turkey syria,2023-02-10 18:26:24+00:00
new package amp support response comprehensive data repository providing baseline preearthquake data incrisis dataaccess data,2023-02-10 18:26:32+00:00
turkish ambassador india firat sunel took twitter share post thanking group indians,2023-02-10 18:27:35+00:00
strikes km se min ago info,2023-02-10 18:28:27+00:00
haarp oil tankers container ships dry cargo ships carrying ukrainian grain catch fire largest port eastern mediterranean iskenderun suspicious explosion amp earthquake fire grain foodus behind,2023-02-10 18:28:41+00:00
pulls yearold girl rubble quakehit turkiye,2023-02-10 18:29:11+00:00
please spread world thank much help,2023-02-10 18:29:11+00:00
pray turkey,2023-02-10 18:29:12+00:00
pakistani students evacuated safely boarded flight back pakistan thanks efforts,2023-02-10 18:29:12+00:00
army amp bangladesh fire service joined rescue operation may allah help innocent people turkey amp,2023-02-10 18:29:26+00:00
inappropriate uncomfortable question ask situation,2023-02-10 18:29:29+00:00
strikes km se hr min ago info,2023-02-10 18:29:54+00:00
thank countries showing support turkey difficult time kindness means much,2023-02-10 18:29:56+00:00
children left without parents young know names heartbreaking kyrie eleison praying relatives come forward anonymous adoptions,2023-02-10 18:29:59+00:00
aid prepared contributions members country amp countries sent disaster areas turkeylink donation,2023-02-10 18:30:22+00:00
made succesfully launched indian satellite orbit legends coas,2023-02-10 18:32:18+00:00
haarp oil tankers container ships dry cargo ships carrying ukrainian grain catch fire largest port eastern mediterranean iskenderun suspicious explosion amp earthquake fire grain foodus behind,2023-02-10 18:32:24+00:00
honestly feels like strangera friendly remindervalentines day haram muslim haram haram,2023-02-10 18:33:02+00:00
strikes km sw min ago info,2023-02-10 18:33:09+00:00
honestly feels like strangera friendly remindervalentines day haram muslim haram haram,2023-02-10 18:33:37+00:00
n much infra built survive n nations nz ch uss resilient buildings world secret lies capacity dance ground moves beneath,2023-02-10 18:34:30+00:00
defeated rise tragedy come together community support help never give,2023-02-10 18:34:51+00:00
responding official uk emergency medical team dispatching field hospital strong emergency team get critical medical aid needed,2023-02-10 18:35:00+00:00
amin,2023-02-10 18:36:11+00:00
spain turkey,2023-02-10 18:37:29+00:00
today tsf installed satellite equipment restore response,2023-02-10 18:37:58+00:00
watching news killing week people died turkey syria miracle someone found alive ive tears streaming face seeing baby rescued five days,2023-02-10 18:39:07+00:00
relief work muslim hands continues distribution food clean water dry ration affected people affected area,2023-02-10 18:39:12+00:00
nice see actresses follow taking initiative help support rebuild country whatever means necessary wishing team best efforts,2023-02-10 18:39:17+00:00
